ID,Name,Screen Size (inches),Memory,SSD,GPU,Brand,Operating System,CPU,Color,Resolution,Series,FullName,,,,,
402,HP 17 Laptop,17.3,16,512,Intel Iris Xe Graphics,HP,Windows10Pro,Intel Core i5 11th Gen,Silver,1920x1080,,"HP 17 Laptop, 17.3"" IPS FHD Display, Intel Core i5-1135G7 Upto 4.2GHz, 16GB RAM, 512GB NVMe SSD, HDMI, Wi-Fi, Bluetooth, Windows 10 Pro",,,,,
403,"HP Laptop ProBook 450 G9 Wolf Pro Security Edition Intel Core i5 12th Gen 1235U (1.30GHz) 8GB Memory 256 GB PCIe SSD Intel Iris Xe Graphics 15.6"" Windows 10 Pro (available through downgrade rights from Windows 11 Pro) 687N8UT#ABA",15.6,8,256,Intel Iris Xe Graphics,HP,Windows10Pro(availablethroughdowngraderightsfromWindows11Pro),Intel Core i5 12th Gen,,1920x1080,ProBook 450 G9 Wolf Pro Security Edition,"HP Laptop ProBook 450 G9 Wolf Pro Security Edition Intel Core i5 12th Gen 1235U (1.30GHz) 8GB Memory 256 GB PCIe SSD Intel Iris Xe Graphics 15.6"" Windows 10 Pro (available through downgrade rights from Windows 11 Pro) 687N8UT#ABA",,,,,
404,"MSI Laptop Intel Core i9 13th Gen 13950HX (2.20GHz) 64GB Memory 2 TB NVMe SSD NVIDIA GeForce RTX 4070 Laptop GPU 17.0"" Touchscreen Windows 11 Pro 64-bit Creator Z17HXStudio A13VGT-065US",17,64,2048,NVIDIA GeForce RTX 4070,MSI,Windows11Pro,Intel Core i9 13th Gen,Lunar Gray,2560x1600,,"MSI Laptop Intel Core i9 13th Gen 13950HX (2.20GHz) 64GB Memory 2 TB NVMe SSD NVIDIA GeForce RTX 4070 Laptop GPU 17.0"" Touchscreen Windows 11 Pro 64-bit Creator Z17HXStudio A13VGT-065US",,,,,
405,"Lenovo ThinkPad X1 Carbon Gen 6 14"" Full HD 1920 x 1080 Ultrabook - 8th Gen Intel QUAD Core i7-8650U 1.9GHz  16 GB RAM DDR4 512 GB SSD",14,16,512,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i7 8th Gen,Black,1920x1080,Carbon,"Lenovo ThinkPad X1 Carbon Gen 6 14"" Full HD 1920 x 1080 Ultrabook - 8th Gen Intel QUAD Core i7-8650U 1.9GHz  16 GB RAM DDR4 512 GB SSD,Wi-Fi, Bluetooth,Webcam  Windows 10 Pro (Black)",,,,,
406,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H",15.6,64,2048,NVIDIA GeForce GTX 1650 Ti,Lenovo,Windows10Pro,Intel Core i7 10th Gen,Black,1920x1080,ThinkPad,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H, 64GB RAM, 2TB PCIe SSD, GTX 1650 Ti) Mobile Workstation Laptop, 2 x Thunderbolt 3, Backlit, Fingerprint, Windows 10 Pro",,,,,
407,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",15.6,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black Textured,1920x1080,ThinkPad,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",,,,,
408,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",15.6,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black Textured,1920x1080,ThinkPad,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",,,,,
409,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",15.6,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black Textured,1920x1080,ThinkPad,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",,,,,
410,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",15.6,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black Textured,1920x1080,ThinkPad,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",,,,,
411,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",15.6,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black Textured,1920x1080,ThinkPad,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",,,,,
412,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",15.6,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black Textured,1920x1080,ThinkPad,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",,,,,
413,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",15.6,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black Textured,1920x1080,ThinkPad,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",,,,,
414,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",15.6,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black Textured,1920x1080,ThinkPad,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",,,,,
415,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",15.6,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black Textured,1920x1080,ThinkPad,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",,,,,
416,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",15.6,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black Textured,1920x1080,ThinkPad,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",,,,,
417,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",15.6,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black Textured,1920x1080,ThinkPad,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",,,,,
418,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",15.6,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black Textured,1920x1080,ThinkPad,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",,,,,
419,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",15.6,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black Textured,1920x1080,ThinkPad,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",,,,,
420,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",15.6,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black Textured,1920x1080,ThinkPad,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",,,,,
421,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",15.6,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black Textured,1920x1080,ThinkPad,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",,,,,
422,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",15.6,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black Textured,1920x1080,ThinkPad,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",,,,,
423,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",15.6,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black Textured,1920x1080,ThinkPad,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",,,,,
424,Lenovo ThinkPad T580 15.6'' FHD Business Laptop Computer,15.6,16,256,,,Windows10Pro,Intel Core i5 8th Gen,Black,1920x1080,,"Lenovo ThinkPad T580 15.6'' FHD Business Laptop Computer, Intel Core i5-8350U Processor, 16GB RAM, 256GB SSD, Backlit Keyboard, HDMI, CAM, Bluetooth, Windows 10 Pro",,,,,
425,Lenovo ThinkPad T480s FHD (1920x1080) 14.0''Business Laptop,14,24,512,Intel UHD Graphics,,Windows10Pro,Intel Core i7 8th Gen,Black,1920x1080,,"Lenovo ThinkPad T480s FHD (1920x1080) 14.0''Business Laptop, Intel Core i7-8650 Processor, up to 3.7GHz, 24GB DDR4 RAM, 512GB SSD, Backlit Keyboard, Wi-Fi, Fingerprint, Bluetooth, Windows 10 Pro 64bit",,,,,
426,Lenovo Laptop X1 Carbon Gen6 14.0'' FHD Laptop,14,16,512,Intel UHD Graphics 620,,Windows10Pro,Intel Core i7 8th Gen,Black,1920x1080,,"Lenovo Laptop X1 Carbon Gen6 14.0'' FHD Laptop, Intel Core i7 8th Gen 8650 (1.80GHz), 16GB Memory, 512GB SSD, Intel UHD Graphics 620, Fingerprint, Backlit Keyboard, Home, Education, Gaming, Win 10 Pro",,,,,
427,"Lenovo ThinkPad X1 Carbon Gen 6 14"" Full HD 1920 x 1080 Ultrabook - 8th Gen Intel QUAD Core i7-8650U 1.9GHz  16 GB RAM DDR4 512 GB SSD",14,16,512,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i7 8th Gen,Black,1920x1080,Carbon,"Lenovo ThinkPad X1 Carbon Gen 6 14"" Full HD 1920 x 1080 Ultrabook - 8th Gen Intel QUAD Core i7-8650U 1.9GHz  16 GB RAM DDR4 512 GB SSD,Wi-Fi, Bluetooth,Webcam  Windows 10 Pro (Black)",,,,,
428,"Dell Latitude 7490 14"" FHD 1080p Business Laptop - 8th gen Intel Core i5-8350U (upto 3.60 GHz)",14,8,512,Intel UHD Graphics 620,Dell,Windows10Pro,Intel Core i5 8th Gen,Black,1920x1080,Latitude,"Dell Latitude 7490 14"" FHD 1080p Business Laptop - 8th gen Intel Core i5-8350U (upto 3.60 GHz), 8GB DDR4, 512GB SSD, Webcam, Windows 10 Pro, Under Dell Warranty",,,,,
429,Lenovo IdeaPad 3 Laptop,15.6,20,512,Intel Iris Xe Graphics,Lenovo,Windows10Pro,Intel Core i5 11th Gen,Dark Gray,1920x1080,IdeaPad,"Lenovo IdeaPad 3 Laptop, 15.6"" IPS FHD Touch Display, Intel Core i5-1135G7 Upto 4.2GHz, 20GB RAM, 512GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro S",,,,,
430,Dell Latitude 7430 Laptop,14,16,512,Intel Iris Xe Graphics,DELL,Windows11Pro,Intel Core i5 12th Gen,Grey,1920x1080,Latitude,"Dell Latitude 7430 Laptop, 14"" FHD Display, Intel Core i5-1245U Upto 4.4GHz, 16GB RAM, 512GB NVMe SSD, HDMI, Thunderbolt, Wi-Fi, Bluetooth, Windows 11 Pro",,,,,
431,ASUS VivoBook S Laptop,15.6,24,2048,AMD Radeon 680M,ASUS,Windows11Pro,AMD Ryzen 9,Black,1920x1080,VivoBook,"ASUS VivoBook S Laptop, 15.6"" FHD Display, AMD Ryzen 9 6900HX Upto 4.9GHz, 24GB RAM, 2TB NVMe SSD, HDMI, Wi-Fi, Bluetooth, Windows 11 Pro",,,,,
432,"New Asus ROG 15.6"" FHD Laptop | AMD Ryzen 7 4800H Processor | NVIDIA GeForce RTX 3060 | 32GB RAM | 1TB SSD | Windows 11 Home | Backlit Keyboard | Bundle with Mouse Pad",15.6,32,1024,NVIDIA GeForce RTX 3060,ASUS,Windows11Home,AMD Ryzen 7,Gray,,ROG,"New Asus ROG 15.6"" FHD Laptop | AMD Ryzen 7 4800H Processor | NVIDIA GeForce RTX 3060 | 32GB RAM | 1TB SSD | Windows 11 Home | Backlit Keyboard | Bundle with Mouse Pad",,,,,
433,"New ASUS VivoBook 16"" LCD WUXGA Laptop | AMD Ryzen R7-5800H( Beat i7-1195G7) Processor | 12GB DDR4 RAM | 512GB SSD | AMD Radeon Graphics | Windows 11 Home | with Wireless Mouse Bundle",16,12,512,AMD Radeon Graphics,ASUS,Windows11Home,AMD Ryzen 7 5000 Series,Blue,,,"New ASUS VivoBook 16"" LCD WUXGA Laptop | AMD Ryzen R7-5800H( Beat i7-1195G7) Processor | 12GB DDR4 RAM | 512GB SSD | AMD Radeon Graphics | Windows 11 Home | with Wireless Mouse Bundle",,,,,
434,Asus Vivobook Go 15 Thin & Light Laptop/15.6 FHD Display/Intel Celeron N4020 Processor/4GB RAM/ 64GB Storage/Windows 11 Home in S Mode/1 Year Microsoft 365/With wireless mouse bundle,15.6,4,64,Intel UHD Graphics 600,,Windows11inSmode,Intel Celeron,Black,,,Asus Vivobook Go 15 Thin & Light Laptop/15.6 FHD Display/Intel Celeron N4020 Processor/4GB RAM/ 64GB Storage/Windows 11 Home in S Mode/1 Year Microsoft 365/With wireless mouse bundle,,,,,
435,"Acer Nitro 5 - 15.6"" 165 Hz IPS - AMD Ryzen 7 6000 Series 6800H (3.20GHz) - NVIDIA GeForce RTX 3070 Ti Laptop GPU - 64 GB DDR5 - 2 TB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (AN515-46-R5XN )",15.6,64,2048,NVIDIA GeForce RTX 3070 Ti,Acer,Windows11Home,AMD Ryzen 7 6000 Series,Black,2560x1440,Nitro 5,"Acer Nitro 5 - 15.6"" 165 Hz IPS - AMD Ryzen 7 6000 Series 6800H (3.20GHz) - NVIDIA GeForce RTX 3070 Ti Laptop GPU - 64 GB DDR5 - 2 TB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (AN515-46-R5XN )",,,,,
436,Lenovo IdeaPad 3i Laptop for Business & Student,14,20,1024,Intel UHD Graphics,,Windows11Home,Intel Core i3 11th Gen,Gray,,,"Lenovo IdeaPad 3i Laptop for Business & Student, 14"" FHD Display, 11th Gen Intel Core i3-1115G4, 20GB RAM, 512GB SSD+1TB HDD, HDMI, WiFi 6, Webcam, SD Card Reader, Mytrix HDMI Cable, Win 11",,,,,
437,Hp Envy X 360 2 in 1 Laptop,15.6,16,1024,AMD Radeon Graphics,HP,Windows11,AMD Ryzen 5 5000 Series,Nightfall Black,1920x1080,ENVY,"Hp Envy X 360 2 in 1 Laptop, 15.6 FHD Touchscreen Display, 16GB RAM, 1TB PCIe SSD, AMD Ryzen 5 5625U( 6 Core ), AMD Radeon Graphics, WiFi 6, Bluetooth, HDMI, Windows 11, Cefesfy Accessories",,,,,
438,Acer Nitro 5 Gaming Laptop,15.6,32,1024,NVIDIA GeForce GTX 1650,Acer,Windows11Pro,AMD Ryzen 7,Black,1920x1080,Nitro,"Acer Nitro 5 Gaming Laptop, 15.6"" 144Hz FHD Display, AMD Ryzen 7 5800H Upto 4.4GHz, 32GB RAM, 1TB NVMe SSD, NVIDIA GeForce GTX 1650, HDMI, Wi-Fi, Bluetooth, Windows 11 Pro",,,,,
439,Dell Latitude 7430 Laptop,14,16,2048,Intel Iris Xe Graphics,DELL,Windows11Pro,Intel Core i5 12th Gen,Grey,1920x1080,Latitude,"Dell Latitude 7430 Laptop, 14"" FHD Display, Intel Core i5-1245U Upto 4.4GHz, 16GB RAM, 2TB NVMe SSD, HDMI, Thunderbolt, Wi-Fi, Bluetooth, Windows 11 Pro",,,,,
440,"MSI Summit 2-in-1 Laptop 16"" QHD+ Touchscreen Display | Intel Core i7-1195G7 |16GB Memory |512GB SSD | Intel Iris Xe Graphics| Windows 10 Pro| MSI Stylus Pen | Backlit Keyboard | Fingerprint Reader",16,16,512,Intel Iris Xe Graphics,MSI,Windows10Pro,Intel Core i7 11th Gen,Black,,,"MSI Summit 2-in-1 Laptop 16"" QHD+ Touchscreen Display | Intel Core i7-1195G7 |16GB Memory |512GB SSD | Intel Iris Xe Graphics| Windows 10 Pro| MSI Stylus Pen | Backlit Keyboard | Fingerprint Reader",,,,,
441,HP Envy x360 Convertible Laptop,15.6,32,2048,AMD Radeon Graphics,HP,Windows11Home,AMD Ryzen 7 5000 Series,Nightfall Black,1920x1080,ENVY x360,"HP Envy x360 Convertible Laptop, 15.6"" FHD IPS Touchscreen Display, AMD Ryzen 7 5825U Processor, 32GB RAM, 2TB SSD, AMD Radeon Graphics, Fingerprint Reader, Windows 11 Home, Cefesfy USB Webcam",,,,,
442,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H",15.6,64,2048,NVIDIA GeForce GTX 1650 Ti,Lenovo,Windows10Pro,Intel Core i7 10th Gen,Black,1920x1080,ThinkPad,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H, 64GB RAM, 2TB PCIe SSD, GTX 1650 Ti) Mobile Workstation Laptop, 2 x Thunderbolt 3, Backlit, Fingerprint, Windows 10 Pro",,,,,
443,"MSI Summit 2-in-1 Laptop 16"" QHD+ Touchscreen Display | Intel Core i7-1195G7 |16GB Memory | 1TB SSD | Intel Iris Xe Graphics| Windows 10 Pro| MSI Stylus Pen | Backlit Keyboard | Fingerprint Reader",16,16,1024,Intel Iris Xe Graphics,MSI,Windows10Pro,Intel Core i7 11th Gen,Black,,,"MSI Summit 2-in-1 Laptop 16"" QHD+ Touchscreen Display | Intel Core i7-1195G7 |16GB Memory | 1TB SSD | Intel Iris Xe Graphics| Windows 10 Pro| MSI Stylus Pen | Backlit Keyboard | Fingerprint Reader",,,,,
444,New Lenovo Legion 5 17.3 FHD Laptop | AMD Ryzen 7 4800H | GTX1660Ti  | 16G Memory | 512GB SSD+1TB HDD | Backlit Keyboard | Windows 10 Home,17.3,16,512,NVIDIA GeForce GTX 1660 Ti,Lenovo,Windows10Home🙋‍♀️MicrosoftWindows11ProUpgrade‍👉CheckABS/HelixcomputerswithWindows11,AMD Ryzen 7,Black,,Legion,New Lenovo Legion 5 17.3 FHD Laptop | AMD Ryzen 7 4800H | GTX1660Ti  | 16G Memory | 512GB SSD+1TB HDD | Backlit Keyboard | Windows 10 Home,,,,,
445,"Aorus - 15.6"" 300 Hz IPS - Intel Core i7 11th Gen 11800H (2.30GHz) - NVIDIA GeForce RTX 3080 Laptop GPU - 32 GB DDR4 - 1 TB Gen4 SSD - Windows 10 Home 64-bit - Gaming Laptop (15P YD-73US344SH )",15.6,32,1024,NVIDIA GeForce RTX 3080,Aorus,Windows10Home🙋‍♀️MicrosoftWindows11ProUpgrade‍👉CheckABS/HelixcomputerswithWindows11‍👉CheckgamingpcwithWindows11Pro,Intel Core i7 11th Gen,Black,1920x1080,,"Aorus - 15.6"" 300 Hz IPS - Intel Core i7 11th Gen 11800H (2.30GHz) - NVIDIA GeForce RTX 3080 Laptop GPU - 32 GB DDR4 - 1 TB Gen4 SSD - Windows 10 Home 64-bit - Gaming Laptop (15P YD-73US344SH )",,,,,
446,MSI GF63 Thin Gaming Laptop,15.6,32,1024,NVIDIA GeForce RTX 4050,,Windows11Home,Intel Core i7 12th Gen,Black,1920x1080,Raider,"MSI GF63 Thin Gaming Laptop, 12th Gen Intel 10-Core i7-12650H Processor, NVIDIA GeForce RTX 4050, 32GB DDR4  1TB PCIe SSD, 15.6"" FHD IPS 144Hz Display, WiFi, Backlight Keyboard, Windows 11",,,,,
447,HP Victus 15 Gaming Laptop,15.6,32,1024,NVIDIA GeForce RTX 3050 Ti,HP,Windows11Home,Intel Core i7 12th Gen,Black,1920x1080,Victus,"HP Victus 15 Gaming Laptop, 15.6"" FHD IPS AG Display, NVIDIA GeForce RTX 3050 Ti with 4GB GDDR6, 32GB RAM 1TB SSD, Intel 12th Generation Core i7 i7-12650H, Win11 Home, Backlit Keyboard 1 TB 32GB",,,,,
448,Lenovo ThinkPad X1 Carbon Gen 11 Intel Laptop,14,16,,,Lenovo,Windows11Pro,Intel Core i7 13th Gen,Black,1920x1200,,"Lenovo ThinkPad X1 Carbon Gen 11 Intel Laptop, 14"" IPS Touch, i7-1355U,  Iris Xe, 16GB, 512GB, Win 11 Pro, One YR Onsite Warranty",,,,,
449,Acer Nitro 5 Gaming Laptop,15.6,32,1024,NVIDIA GeForce RTX 3050 Ti,Acer,Windows11Pro,Intel Core i7 11th Gen,Black,1920x1080,Nitro,"Acer Nitro 5 Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i7-11800H Upto 4.6GHz, 32GB RAM, 1TB NVMe SSD, NVIDIA GeForce RTX 3050 Ti Laptop GPU, HDMI, Wi-Fi, Bluetooth, Windows 11 Pro",,,,,
450,"MSI - 15.6"" 144 Hz - Intel Core i7 12th Gen 12650H (2.30GHz) - NVIDIA GeForce RTX 4060 Laptop GPU - 16 GB DDR5 - 1 TB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (Katana 15 B12VFK-237CA )",15.6,16,1024,NVIDIA GeForce RTX 4060,MSI,Windows11Home,Intel Core i7 12th Gen,Black,1920x1080,,"MSI - 15.6"" 144 Hz - Intel Core i7 12th Gen 12650H (2.30GHz) - NVIDIA GeForce RTX 4060 Laptop GPU - 16 GB DDR5 - 1 TB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (Katana 15 B12VFK-237CA )",,,,,
451,"GIGABYTE A5 K1 - 15.6"" FHD IPS Anti-Glare 144Hz - AMD Ryzen 5 5600H - NVIDIA GeForce RTX 3060 Laptop GPU 6 GB GDDR6 - 16 GB Memory - 512 GB PCIe SSD - Windows 11 Home - Gaming Laptop (A5 K1-AUS1130SB)",15.6,16,512,NVIDIA GeForce RTX 3060,GIGABYTE,Windows11Home,AMD Ryzen 5 5000 Series,Black,1920x1080,,"GIGABYTE A5 K1 - 15.6"" FHD IPS Anti-Glare 144Hz - AMD Ryzen 5 5600H - NVIDIA GeForce RTX 3060 Laptop GPU 6 GB GDDR6 - 16 GB Memory - 512 GB PCIe SSD - Windows 11 Home - Gaming Laptop (A5 K1-AUS1130SB)",,,,,
452,"MSI GF Series - 15.6"" 144 Hz IPS - Intel Core i5 11th Gen 11400H (2.70GHz) - NVIDIA GeForce RTX 3050 Laptop GPU - 16 GB DDR4 - 512 GB NVMe SSD - Windows 11 Home - Gaming Laptop (GF63 Thin 11UC-263 )",15.6,16,512,NVIDIA GeForce RTX 3050,MSI,Windows11Home,Intel Core i5 11th Gen,Black,1920x1080,GF Series,"MSI GF Series - 15.6"" 144 Hz IPS - Intel Core i5 11th Gen 11400H (2.70GHz) - NVIDIA GeForce RTX 3050 Laptop GPU - 16 GB DDR4 - 512 GB NVMe SSD - Windows 11 Home - Gaming Laptop (GF63 Thin 11UC-263 )",,,,,
453,"HP - 15.6"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB SSD - Natural Silver 15-dy2073dx",15.6,,,,,,,,,,"HP - 15.6"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB SSD - Natural Silver 15-dy2073dx",,,,,
