ID,Name,Price,Rating,Number of Ratings,Product Information
76,"2022 Newest HP 17t Laptop, 17.3"" HD+ Touchscreen, Intel Core i5-1135G7 Processor 2.4GHz to 4.2GHz, 32GB RAM, 1TB PCIe SSD, Webcam, Wi-Fi 6, Backlit Keyboard, Windows 11 Home, Silver",$779.00,4.6 out of 5 stars,76,Display Size|:|17.3 inches|Disk Size|:|1 TB|RAM|:|32 GB|Operating System|:|Windows 11 Home
77,"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",$449.00,4.3 out of 5 stars,412,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11
78,"ASUS VivoBook 15.6"" FHD Business Laptop Newest, 6 Cores AMD Ryzen 5 Processor, 16GB RAM 1TB SSD, Backlit Keyboard, 180° Lay-Flat Hinge, Windows11, Blue +CUE Accessories",$599.00,4.3 out of 5 stars,24,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|-|Operating System|:|Windows 11
79,"VGKE C15 Windows 11 Laptop 15.6"" FHD, Full Size Backlit Keyboard with Fingerprint Reader, Intel Celeron N5095 Processor Quad-Core, 12GB RAM DDR4, 256GB SSD(Silver)",$349.99,4.1 out of 5 stars,142,Display Size|:|15.6 inches|Disk Size|:|256 GB|RAM|:|12 GB|Operating System|:|Windows 11 Home
80,"HP 14"" IPS FHD Display Laptop, 16GB Memory, 1TB Storage, Backlit Keyboard, Intel Quad-Core Processor Up to 3.7GHz, Type-C, Fast Charge, Microsoft 365 1-Year Included Windows 11S with Accessories",$489.99,4.5 out of 5 stars,4,Display Size|:|14 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11
81,"Acer 2022 15inch HD IPS Chromebook, Intel Dual-Core Celeron Processor Up to 2.55GHz, 4GB RAM, 32GB Storage, Super-Fast WiFi Up to 1300 Mbps, Chrome OS-(Renewed) (Dale Silver)",$162.00,4.4 out of 5 stars,"1,103",Display Size|:|15 inches|Disk Size|:|32 GB|RAM|:|4.0 GB|Operating System|:|Chrome OS
82,Samsung Chromebook 4 Chrome OS 11.6-inch HD Intel Celeron Processor N4000 4GB RAM 32GB eMMC Gigabit Wi-Fi - XE310XBA-K01US (Renewed),$89.00,4.4 out of 5 stars,"1,859",Display Size|:|11.6 inches|Disk Size|:|32 GB|RAM|:|4 GB|Operating System|:|Chrome OS
83,"Lenovo - 2022 - IdeaPad Flex 5i - 2-in-1 Chromebook Laptop Computer - Intel Core i3-1115G4 - 13.3"" FHD Touch Display - 8GB Memory - 128GB Storage - Chrome OS",$387.00,4.4 out of 5 stars,"1,100",Display Size|:|13.3|Disk Size|:|128 GB|RAM|:|8 GB|Operating System|:|Chrome OS
84,"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-edge HD Display, Windows 11 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0030nr, 2021, Pale Rose Gold)",$218.52,4.3 out of 5 stars,879,Display Size|:|14 inches|Disk Size|:|64 GB|RAM|:|4 GB|Operating System|:|Windows 11 S
85,"Lenovo IdeaPad 3 11 Chromebook Laptop,11.6"" HD Display,Intel Celeron N4020, 4GB RAM, 64GB Storage, UHD Graphics 600, Chrome OS, Onyx Black",$182.00,4.3 out of 5 stars,"5,109",Display Size|:|11.6 inches|Disk Size|:|64 GB|RAM|:|4 GB|Operating System|:|Chrome OS
86,"Lenovo IdeaPad 1 14 inch HD Browse Laptop for Students, Intel Core i3-1215U(6Cores, Up to 4.4GHz), 20GB DDR4 RAM. 512GB NVMe SSD, Fingerprint Reader, WiFi 6, Webcam, Type-A&C, HDMI, Win 11 S",$399.00,4.6 out of 5 stars,33,Display Size|:|14 inches|Disk Size|:|128 GB|RAM|:|20 GB|Operating System|:|-
87,"Dell Inspiron 16 5635 Laptop - AMD Ryzen 7-7730U, QHD 16 inch, 16GB LPDDR4x RAM, 1TB SSD, AMD Radeon Graphics, Windows 11 Home, 1 Year Premium Support - Platinum Silver","$1,049.99",4.1 out of 5 stars,156,Display Size|:|16 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11
88,"HP 15.6'' Laptop with 1 Year Microsoft Office 365, Intel Pentium Quad-Core Processor, Webcam, HDMI, Wi-Fi, RJ-45 Ethernet Port, USB Type-C, Long Battery Life, NLY MP, Windows 11 (16GB RAM1TB SSD), Red",$499.99,4.6 out of 5 stars,9,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|16.0 GB|Operating System|:|Windows 11 S
89,"Dell Inspiron 7630 Laptop - Intel Core i7-13700H, 16-inch 16:10 2.5K Display, 16GB LPDDR5 RAM, 512GB SSD, NVIDIA GeForce RTX 3050 6GB GDDR6, Services Included, Windows 11 Pro - Silver","$1,399.99",4.1 out of 5 stars,157,Display Size|:|16 inches|Disk Size|:|-|RAM|:|32 GB|Operating System|:|Windows 11 Pro
90,"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",$449.00,4.3 out of 5 stars,412,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11
91,"VGKE [Windows 11 Home] B15 Windows 11 Laptop with Fingerprint Reader, 15.6"" Full HD 1920 * 1080 IPS, Intel Celeron J4125 Processor, 12GB RAM LPDDR4, 256GB SSD, Backlit Keyboard",$349.99,4.0 out of 5 stars,250,Display Size|:|15.6 inches|Disk Size|:|256 GB|RAM|:|12 GB|Operating System|:|Windows 11
92,"Acer Swift 3 SF314-43-R6NE Laptop | 14"" Full HD IPS | AMD Ryzen 7 5700U Octa-Core Processor | AMD Radeon Graphics | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Fingerprint Reader | Backlit KB | Windows 11",$781.24,4.4 out of 5 stars,717,Display Size|:|14 inches|Disk Size|:|512 GB|RAM|:|16 GB|Operating System|:|Windows 11 Home
93,"SAMSUNG 15.6” Galaxy Book3 Laptop Computer, 13th Gen Intel Core i7-1360P Processor/16 GB/512GB, Thin and Light, FHD Screen, Fingerprint Reader, HD Webcam, ARC A350M, 2023 Model, NP750XFH-XB1US, Silver",$971.55,4.2 out of 5 stars,34,Display Size|:|15.6 inches|Disk Size|:|512 GB|RAM|:|16 GB|Operating System|:|Windows 11 Home
94,"Lenovo Thinkpad T470 14 IPS Full HD FHD, Business Laptop (14-inch Intel Core i5-6300U, 16GB DDR4 RAM, 256GB PCIe NVMe M.2 SSD) Thunderbolt, Type-C, HDMI, RJ-45, Windows 10 Pro (Renewed)",$152.00,4.2 out of 5 stars,207,Display Size|:|14 inches|Disk Size|:|256 GB|RAM|:|16 GB|Operating System|:|Windows 10 Pro
95,"Lenovo IdeaPad 1 15.6"" Home & Business Laptop (AMD Athlon 3050U, 8GB RAM, 256GB SSD) Anti-Glare, Webcam, Wi-Fi 6, HDMI, Type-C, 10-Hour Long Battery, IST Cable, Win 11 Home – 2023 Model",$299.98,4.7 out of 5 stars,24,Display Size|:|15.6 inches|Disk Size|:|256 GB|RAM|:|8.0 GB|Operating System|:|Windows 11 Home
96,"ANMESC Laptop, 15.6"" 1080P Full HD Display High Performance Quad-Core Intel Celeron N5095 Processors 12GB DDR4 512GB SSD Windows 11 Laptop Computers, 2.4G/5G WiFi, Bluetooth 4.2, Long Battery Life",$799.99,4.9 out of 5 stars,35,Display Size|:|15.6 inches|Disk Size|:|512 GB|RAM|:|-|Operating System|:|Windows 11 Home
97,Dell E2723H Monitor - 27 inch FHD (1920 x 1080) | 16:9 | 300 nits | Anti-Glare | 16.7 Million Colors,$221.94,3.0 out of 5 stars,41,Display Size|:|27 inches|Refresh Rate|:|60 hertz|Resolution|:|Full HD|Response Time|:|5 milliseconds
98,"Lenovo IdeaPad 1 Laptop, 14.0"" HD Display, Intel Celeron N4020, 4GB RAM, 64GB Storage, Intel UHD Graphics 600, Windows 11 in S Mode, Ice Blue",$199.73,4.2 out of 5 stars,"1,346",Display Size|:|14 inches|Disk Size|:|64 GB|RAM|:|4 GB|Operating System|:|Windows 11
99,"Acer 2023 Newest Aspire 5 Slim Laptop, 15.6"" Full HD Display, 20GB RAM, 1TB SSD Storage, AMD Ryzen 4-Core Processor, Backlit Keyboard, Fingerprint Login, HDMI, Ethernet Port, Type-C, Windows 11 S",$519.99,4.4 out of 5 stars,110,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|20 GB|Operating System|:|Windows 11 S
100,"ASUS VivoBook 15.6"" FHD Business Laptop Newest, 6 Cores AMD Ryzen 5 Processor, 16GB RAM 1TB SSD, Backlit Keyboard, 180° Lay-Flat Hinge, Windows11, Blue +CUE Accessories",$599.00,4.3 out of 5 stars,24,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|-|Operating System|:|Windows 11
101,"HP 2021 Stream 14"" HD SVA Laptop Computer, Intel Celeron N4000 Processor, 4GB RAM, 64GB eMMC Flash Memory, Webcam, 1-Year Office, Intel UHD Graphics 600, Win 10S, Rose Pink, 32GB SnowBell USB Card",$249.99,4.1 out of 5 stars,"1,024",Display Size|:|14 inches|Disk Size|:|64 GB|RAM|:|4 GB|Operating System|:|Windows 10 S
102,Gateway Newest Touchscreen 11.6 HD 2-in-1 Convertible Laptop in Black Intel N4020 4GB RAM 64GB SSD Mini-HDMI Webcam Windows 10 S (Renewed),$125.99,3.9 out of 5 stars,294,Display Size|:|11.6 inches|Disk Size|:|64 GB|RAM|:|4|Operating System|:|Windows 10 S
103,"Lenovo 500e Chromebook 2-in-1 Laptop, 11.6in HD Touch, Intel Celeron N3450, 4 GB RAM, 32GB eMMC Drive, Webcam, Chrome OS NO Pen (Renewed) (No Pen)",$94.00,4.2 out of 5 stars,127,Display Size|:|11.6 inches|Disk Size|:|32 GB|RAM|:|4.0 GB|Operating System|:|Chrome OS
104,"ASUS VivoBook 15 F1500EA Slim Laptop, 15.6"" FHD Display, 11th Gen Intel Core i3-1115G4 Processor, 4GB DDR4, 128GB NVMe SSD, Windows 11 Home in S Mode, Indie Black, F1500EA-AS31",$343.26,4.1 out of 5 stars,141,Display Size|:|15.6 inches|Disk Size|:|128 GB|RAM|:|4 GB|Operating System|:|Windows 11 Home
105,"Dell Latitude E6420 14.1-Inch Laptop (Intel Core i5 2.5GHz with 3.2G Turbo Frequency, 4G RAM, 128G SSD, Windows 10 Professional 64-bit) (Renewed)",$169.99,3.8 out of 5 stars,416,Display Size|:|14.1 inches|Disk Size|:|128 GB|RAM|:|4 GB|Operating System|:|Windows 10;
106,"ALLDOCUBE GTBook 15 Laptop 12GB Ram 256GB SSD, 15.6"" Computers with Windows 11, Celeron N5100, Front 2 MP, Bluetooth 5.0, 16:9 Screen, 2.4G+5G WiFi, Suitable for Office, Home, School, Working Outside",$339.00,4.2 out of 5 stars,232,Display Size|:|15.6 inches|Disk Size|:|256 GB|RAM|:|12|Operating System|:|Windows 11
107,HP Pro Fortis 11 G9 Notebook X360 2in1 Intel N6000 8GB RAM 128GB SSD Win 11 Pro,$275.00,1.0 out of 5 stars,1,Display Size|:|11.6 inches|Disk Size|:|128 GB|RAM|:|8 GB|Operating System|:|Windows 11
108,"Dell 11-3120 Intel Celeron N2840 X2 2.16GHz 2GB 16GB SSD 11.6in, Black (Renewed)",$47.00,4.0 out of 5 stars,315,Display Size|:|11.6 inches|Disk Size|:|16 GB|RAM|:|2 GB|Operating System|:|Chrome OS
109,"Dell Inspiron 16 5635 Laptop - AMD Ryzen 7-7730U, QHD 16 inch, 16GB LPDDR4x RAM, 1TB SSD, AMD Radeon Graphics, Windows 11 Home, 1 Year Premium Support - Platinum Silver","$1,049.99",4.1 out of 5 stars,156,Display Size|:|16 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11
110,"HP 15.6'' Laptop with 1 Year Microsoft Office 365, Intel Pentium Quad-Core Processor, Webcam, HDMI, Wi-Fi, RJ-45 Ethernet Port, USB Type-C, Long Battery Life, NLY MP, Windows 11 (16GB RAM1TB SSD), Red",$499.99,4.6 out of 5 stars,9,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|16.0 GB|Operating System|:|Windows 11 S
111,"Dell Inspiron 7630 Laptop - Intel Core i7-13700H, 16-inch 16:10 2.5K Display, 16GB LPDDR5 RAM, 512GB SSD, NVIDIA GeForce RTX 3050 6GB GDDR6, Services Included, Windows 11 Pro - Silver","$1,399.99",4.1 out of 5 stars,157,Display Size|:|16 inches|Disk Size|:|-|RAM|:|32 GB|Operating System|:|Windows 11 Pro
112,"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",$449.00,4.3 out of 5 stars,412,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11
113,"Acer Swift X SFX14-42G-R607 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5825U | NVIDIA RTX 3050 Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Windows 11, Gray",$927.00,4.3 out of 5 stars,800,Display Size|:|14 inches|Disk Size|:|512 GB|RAM|:|16 GB|Operating System|:|Windows 11 Home
114,"HP 15.6"" FHD (1920 x 1080) Newest Laptop for Business and Student, AMD Ryzen 5 5500U Processor (Beats i7-1165G7), 16GB RAM, 1TB SSD, Webcam, SD Card Reader, HDMI, Bluetooth, Wi-Fi, Windows 11 Home",$619.00,4.5 out of 5 stars,51,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11 Home
115,"Lenovo IdeaPad Flex 5-2023 - Touchscreen 2-in-1 Laptop - Windows 11 Home - 14"" FHD Display - 16GB Memory - 512GB Storage - AMD Ryzen 5 5500U - Abyss Blue",$589.99,4.3 out of 5 stars,241,Display Size|:|14 inches|Disk Size|:|512 GB|RAM|:|0 TB|Operating System|:|Windows 11 Home
116,"ASUS Vivobook Go 12 L210 11.6” Ultra-Thin Laptop, 2022 Version, Intel Celeron N4020, 4GB RAM, 64GB eMMC, Win 11 Home in S Mode with One Year of Office 365 Personal, L210MA-DS02",$185.00,3.9 out of 5 stars,443,Display Size|:|11.6 inches|Disk Size|:|64 GB|RAM|:|4 GB|Operating System|:|Windows 11 S
117,"Lenovo 2022 Newest Ideapad 3 Laptop, 15.6"" HD Touchscreen, 11th Gen Intel Core i3-1115G4 Processor, 8GB DDR4 RAM, 256GB PCIe NVMe SSD, HDMI, Webcam, Wi-Fi 5, Bluetooth, Windows 11 Home, Almond",$407.00,4.3 out of 5 stars,"3,373",Display Size|:|15.6 inches|Disk Size|:|256 GB|RAM|:|8 GB|Operating System|:|Windows 11
118,"Dell Inspiron 14 5420 Notebook - 14.0-inch Non-Touch Display, Intel Core i5-1235U, 8GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Intel Wi-Fi 6E, Windows 11 Home - Platinum Silver",$589.81,4.3 out of 5 stars,175,Display Size|:|14 inches|Disk Size|:|512 GB|RAM|:|8 GB|Operating System|:|-
119,"Lenovo 15.6"" Laptop, IdeaPad 1, 20GB RAM, 1TB PCIe SSD, Wi-Fi 6 and Bluetooth 5.1, HDMI, SD Card Reader, 15.6"" HD Anti-Glare Display, AMD Athlon Dual-core Processor, Windows 11 Home in S Mode",$399.00,4.3 out of 5 stars,56,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|20 GB|Operating System|:|Windows 11
120,"ASUS TUF Gaming A17 Gaming Laptop, 17.3” 144Hz FHD IPS-Type Display, AMD Ryzen 5 4600H, GeForce GTX 1650, 8GB DDR4, 512GB PCIe SSD, RGB Keyboard, Windows 11 Home, Bonfire Black Color, FA706IH-RS53",$679.96,5.0 out of 5 stars,2,Display Size|:|17.3 inches|Disk Size|:|512 GB|RAM|:|0 TB|Operating System|:|Windows 11 Home
121,"Acer 2023 Newest Aspire 5 Slim Laptop, 15.6"" Full HD Display, 20GB RAM, 1TB SSD Storage, AMD Ryzen 4-Core Processor, Backlit Keyboard, Fingerprint Login, HDMI, Ethernet Port, Type-C, Windows 11 S",$519.99,4.4 out of 5 stars,110,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|20 GB|Operating System|:|Windows 11 S
122,"ASUS VivoBook 15.6"" FHD Business Laptop Newest, 6 Cores AMD Ryzen 5 Processor, 16GB RAM 1TB SSD, Backlit Keyboard, 180° Lay-Flat Hinge, Windows11, Blue +CUE Accessories",$599.00,4.3 out of 5 stars,24,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|-|Operating System|:|Windows 11
123,"2022 Newest HP 17t Laptop, 17.3"" HD+ Touchscreen, Intel Core i5-1135G7 Processor 2.4GHz to 4.2GHz, 32GB RAM, 1TB PCIe SSD, Webcam, Wi-Fi 6, Backlit Keyboard, Windows 11 Home, Silver",$779.00,4.6 out of 5 stars,76,Display Size|:|17.3 inches|Disk Size|:|1 TB|RAM|:|32 GB|Operating System|:|Windows 11 Home
124,"Acer 2023 15"" HD Premium Chromebook, Intel Celeron N Processor 2.78GHz Turbo Speed, 4GB Ram, 64GB SSD, Ultra-Fast WiFi Up to 1700 Mbps, Full Size Keyboard, Chrome OS, Arctic Silver Color-(Renewed)",$180.99,4.5 out of 5 stars,13,Display Size|:|15 inches|Disk Size|:|64 GB|RAM|:|4|Operating System|:|Chrome OS
125,HP Pro Fortis 11 G9 Notebook X360 2in1 Intel N6000 8GB RAM 128GB SSD Win 11 Pro,$275.00,1.0 out of 5 stars,1,Display Size|:|11.6 inches|Disk Size|:|128 GB|RAM|:|8 GB|Operating System|:|Windows 11
126,"SAMSUNG 15.6"" Galaxy Book3 Business Laptop Computer/Windows 11 PRO/16GB - 512GB/ 13th Gen Intel® Core i7-1355U Processor, 2023 Model, NP754XFG-KB1US, Silver","$1,099.99",4.3 out of 5 stars,4,Display Size|:|15.6 inches|Disk Size|:|16 GB|RAM|:|0 TB|Operating System|:|Windows 11 Pro
127,"SAMSUNG 15.6” Galaxy Book3 Laptop Computer, 13th Gen Intel Core i7-1360P Processor/16 GB/512GB, Thin and Light, FHD Screen, Fingerprint Reader, HD Webcam, ARC A350M, 2023 Model, NP750XFH-XB1US, Silver",$971.55,4.2 out of 5 stars,34,Display Size|:|15.6 inches|Disk Size|:|512 GB|RAM|:|16 GB|Operating System|:|Windows 11 Home
128,"HP 15.6-inch Laptop, AMD Ryzen 7 5700U, 8 GB RAM, 256 GB SSD, HD Micro-Edge Display, Windows 11 Home, Thin & Portable, Long-Lasting Battery, Full-Size Keyboard, Wi-Fi 6 & Bluetooth (15-ef2025nr, 2022)",$507.90,4.4 out of 5 stars,167,Display Size|:|15.6 inches|Disk Size|:|256 GB|RAM|:|8.0 GB|Operating System|:|Windows 11 Home
129,Dell E2723H Monitor - 27 inch FHD (1920 x 1080) | 16:9 | 300 nits | Anti-Glare | 16.7 Million Colors,$221.94,3.0 out of 5 stars,41,Display Size|:|27 inches|Refresh Rate|:|60 hertz|Resolution|:|Full HD|Response Time|:|5 milliseconds
130,"HP Business Laptop, 15.6"" HD Touchscreen, Intel Core i3-1115G4 Processor (Up to 4.10 GHz), 16GB RAM, 1TB SSD, 11 Hr Battery Life, Micro-Edge, Anti-Glare Screen, Thin & Portable, Win 11",$529.00,4.3 out of 5 stars,66,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11
131,"Dell Inspiron 16 5635 Laptop - AMD Ryzen 7-7730U, QHD 16 inch, 16GB LPDDR4x RAM, 1TB SSD, AMD Radeon Graphics, Windows 11 Home, 1 Year Premium Support - Platinum Silver","$1,049.99",4.1 out of 5 stars,156,Display Size|:|16 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11
132,"HP EliteBook 840 G6 Business 14"" FHD Laptop Computer, Intel Core i5-8265U, 16GB DDR4 RAM, 256GB SSD, Fingerprint, Backlit Keyboard, Windows 10 Pro (Renewed)",$279.00,3.4 out of 5 stars,7,Display Size|:|14 inches|Disk Size|:|256 GB|RAM|:|16 GB|Operating System|:|Windows 10 Pro
133,"Dell Inspiron 7630 Laptop - Intel Core i7-13700H, 16-inch 16:10 2.5K Display, 16GB LPDDR5 RAM, 512GB SSD, NVIDIA GeForce RTX 3050 6GB GDDR6, Services Included, Windows 11 Pro - Silver","$1,399.99",4.1 out of 5 stars,157,Display Size|:|16 inches|Disk Size|:|-|RAM|:|32 GB|Operating System|:|Windows 11 Pro
134,"Dell Inspiron 16 5635 Laptop - AMD Ryzen 7-7730U, QHD 16 inch, 16GB LPDDR4x RAM, 1TB SSD, AMD Radeon Graphics, Windows 11 Home, 1 Year Premium Support - Platinum Silver","$1,049.99",4.1 out of 5 stars,156,Display Size|:|16 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11
135,"Lenovo Thinkpad T470 14 IPS Full HD FHD, Business Laptop (14-inch Intel Core i5-6300U, 16GB DDR4 RAM, 256GB PCIe NVMe M.2 SSD) Thunderbolt, Type-C, HDMI, RJ-45, Windows 10 Pro (Renewed)",$152.00,4.2 out of 5 stars,207,Display Size|:|14 inches|Disk Size|:|256 GB|RAM|:|16 GB|Operating System|:|Windows 10 Pro
136,Samsung Chromebook 4 Chrome OS 11.6-inch HD Intel Celeron Processor N4000 4GB RAM 32GB eMMC Gigabit Wi-Fi - XE310XBA-K01US (Renewed),$89.00,4.4 out of 5 stars,"1,859",Display Size|:|11.6 inches|Disk Size|:|32 GB|RAM|:|4 GB|Operating System|:|Chrome OS
137,"Microsoft Surface Laptop Go 12.4"" Touchscreen, Intel Core i5-1035G1 Processor, 4 GB RAM, 256GB PCIe SSD, Up to 13Hr Battery Life, WiFi, Webcam, Windows 11 Pro, Platinum Silver",$349.99,4.3 out of 5 stars,224,Display Size|:|12.4 inches|Disk Size|:|256 GB|RAM|:|4.0 GB|Operating System|:|Windows 11 Pro
138,"ANMESC Laptop, 15.6"" 1080P Full HD Display High Performance Quad-Core Intel Celeron N5095 Processors 12GB DDR4 512GB SSD Windows 11 Laptop Computers, 2.4G/5G WiFi, Bluetooth 4.2, Long Battery Life",$799.99,4.9 out of 5 stars,35,Display Size|:|15.6 inches|Disk Size|:|512 GB|RAM|:|-|Operating System|:|Windows 11 Home
139,"HP 14in Thin Light Laptop, Intel 2-Core CPU, 8GB RAM, 192GB Storage(64GB eMMC 128GB Micro SD),1Yr Office w/Accessories(Blue)",$279.99,4.3 out of 5 stars,873,Display Size|:|14 inches|Disk Size|:|64 GB|RAM|:|8 GB|Operating System|:|Windows 11
140,"ASUS TUF Gaming F15 Gaming Laptop, 15.6” 144Hz FHD IPS-Type Display, Intel Core i5-11400H Processor, GeForce RTX 3050 Ti, 16GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, FX506HEB-RS53",$999.99,4.6 out of 5 stars,"1,591",Display Size|:|15.6 inches|Disk Size|:|512 GB|RAM|:|16.0 GB|Operating System|:|Windows 11 Home
141,"Lenovo 500e Chromebook 2-in-1 Laptop, 11.6in HD Touch, Intel Celeron N3450, 4 GB RAM, 32GB eMMC Drive, Webcam, Chrome OS NO Pen (Renewed) (No Pen)",$94.00,4.2 out of 5 stars,127,Display Size|:|11.6 inches|Disk Size|:|32 GB|RAM|:|4.0 GB|Operating System|:|Chrome OS
142,"HP EliteBook 840 G3 Laptop 14-inch HD Display, Intel Core i5-6200U 2.3Ghz, 256GB SSD, 16GB DDR4 RAM, Webcam, WiFi, Windows 10 Pro (Renewed)",$174.00,4.0 out of 5 stars,"1,390",Display Size|:|14 inches|Disk Size|:|256 GB|RAM|:|16 GB|Operating System|:|Windows 10 Pro
143,"Acer 2023 Newest Aspire 5 Slim Laptop, 15.6"" Full HD Display, 20GB RAM, 1TB SSD Storage, AMD Ryzen 4-Core Processor, Backlit Keyboard, Fingerprint Login, HDMI, Ethernet Port, Type-C, Windows 11 S",$519.99,4.4 out of 5 stars,110,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|20 GB|Operating System|:|Windows 11 S
144,"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",$449.00,4.3 out of 5 stars,412,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11
145,"HP Newest Stream 14"" HD Laptop, Intel Celeron Quad-Core Processor, 8GB DDR4 RAM, 64GB eMMC, 1 Year Office 365, WiFi, Bluetooth, HDMI, RJ-45, Webcam, USB Type-A&C, w/GM Accessories",$319.99,4.5 out of 5 stars,110,Display Size|:|14 inches|Disk Size|:|64 GB|RAM|:|-|Operating System|:|Windows 10 Home
146,"HP 2022 Newest 17.3"" HD+ Display Laptop, 11th Gen Intel Core i3-1115G4(Up to 4.1GHz, Beat i5-1030G7), 16GB DDR4 RAM, 1TB PCIe SSD, Bluetooth, HDMI, Webcam, Windows 11, Silver, w/ 3in1 Accessories",$495.60,4.3 out of 5 stars,134,Display Size|:|17.3 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11
147,"Acer Aspire 15.6'' Laptop with Fingerprint Reader & Backlit Keyboard(Latest Model)Full HD IPS Display,AMD Ryzen 3 Quad-Core Processor,20GB RAM,1TB SSD,RJ-45,USB-C,HDMI,NLY MP,Windows 11,Silver",$499.99,4.1 out of 5 stars,14,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|20.0 GB|Operating System|:|Windows 11
148,"ASUS 15.6"" VivoBook Laptop, Intel Core i5-1135G7 Processor, 20GB RAM, 1TB PCIe SSD, Full HD Micro-Edge Display, Intel Iris Xe Graphics, Thin & Light, Wi-Fi and Bluetooth, HDMI, NLY MP, Windows 11",$569.99,4.6 out of 5 stars,6,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|20.0 GB|Operating System|:|Windows 11 Home
149,"HP 2022 15.6"" HD BrightView Laptop, Intel Pentium Silver N5030 Processor, 8GB RAM, 256GB PCIe SSD, Intel HD Graphics 605, 720p HD Webcam, Stereo Speakers, Silver, Windows 11, 32GB USB Card",$389.00,4.4 out of 5 stars,417,Display Size|:|15.6 inches|Disk Size|:|256 GB|RAM|:|8 GB|Operating System|:|Windows 11 Home
150,"Newest HP 14"" HD Laptop, Windows 11, Intel Celeron Dual-Core Processor Up to 2.60GHz, 4GB RAM, 64GB SSD, Webcam, Dale Pink(Renewed) (Dale Pink)",$205.00,4.2 out of 5 stars,"1,089",Display Size|:|14 inches|Disk Size|:|64 GB|RAM|:|4.0 GB|Operating System|:|Windows 11 S
